,order_id,date,region,product,sales_rep,quantity,components,component_count,has_quantity_trend,trend_type,route_target,unit_price,revenue,customer_type
204,1571,2023-03-17,North,Mobile,Alice,4,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,31210.429643263546,87389.20300113792,New
205,1856,2023-03-19,West,Tablet,Charlie,7,"display, battery",2,False,none,simple_component_agent,20225.85854939529,79285.36551362953,New
206,1755,2023-03-19,West,Headphones,Charlie,4,speaker,1,False,none,simple_component_agent,1943.4486327814366,5441.656171788022,Returning
207,1888,2023-03-19,North,Laptop,Alice,4,"processor, ram, ssd, battery",4,False,none,general_component_agent,75758.74866110084,212124.49625108234,Returning
208,1664,2023-03-21,West,Headphones,Eva,5,speaker,1,False,none,simple_component_agent,1808.3736471306934,6329.307764957426,Returning
209,1061,2023-03-22,North,Monitor,Eva,3,"panel, stand, cable",3,False,none,general_component_agent,14447.319453748489,30339.370852871823,Returning
210,1104,2023-03-22,East,Mobile,Bob,3,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,27341.28838666588,57416.705611998346,Returning
211,1806,2023-03-22,North,Mobile,Bob,3,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,31599.163897329767,66358.2441843925,New
212,1204,2023-03-22,North,Monitor,David,7,"panel, stand, cable",3,False,none,general_component_agent,15606.32236234138,76470.97957547275,Returning
213,1711,2023-03-23,West,Tablet,Eva,7,"display, battery",2,False,none,simple_component_agent,19325.408874945268,75755.60278978544,Returning
214,1932,2023-03-24,South,Headphones,Frank,2,speaker,1,False,none,simple_component_agent,2070.265160882829,2898.3712252359605,Returning
215,1752,2023-03-24,East,Monitor,David,4,"panel, stand, cable",3,False,none,general_component_agent,14687.81167858785,41125.87270004598,New
216,1563,2023-03-25,South,Laptop,Charlie,4,"processor, ram, ssd, battery",4,False,none,general_component_agent,73587.55307991408,206045.14862375942,Returning
217,1754,2023-03-26,North,Monitor,Alice,5,"panel, stand, cable",3,False,none,general_component_agent,14862.55098821012,52018.92845873542,New
218,1466,2023-03-27,South,Mobile,Eva,4,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,29473.678366989996,82526.29942757198,New
219,1157,2023-03-27,South,Tablet,Bob,8,"display, battery",2,False,none,simple_component_agent,21738.919661953205,97390.36008555035,New
220,1912,2023-03-27,West,Laptop,David,1,"processor, ram, ssd, battery",4,False,none,general_component_agent,66512.3073984698,46558.615178928856,New
221,1012,2023-03-29,South,Monitor,Charlie,2,"panel, stand, cable",3,False,none,general_component_agent,13861.342019989697,19405.878827985576,New
222,1454,2023-03-30,North,Mobile,Eva,5,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,30507.25867955675,106775.40537844863,Returning
223,1049,2023-03-30,South,Mobile,Bob,4,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,32815.930873705074,91884.60644637421,Returning
224,1692,2023-03-31,West,Mobile,Charlie,3,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,29267.035282363122,61460.77409296255,New
225,1527,2023-03-31,North,Headphones,Alice,7,speaker,1,False,none,simple_component_agent,1824.8147054515127,8941.592056712412,New
226,1993,2023-03-31,West,Tablet,Bob,7,"display, battery",2,False,none,simple_component_agent,19357.221069238272,75880.30659141403,New
227,1530,2023-03-31,East,Tablet,Charlie,9,"display, battery",2,False,none,simple_component_agent,20023.726617278233,100919.58215108229,Returning
228,1634,2023-04-01,South,Monitor,Eva,5,"panel, stand, cable",3,False,none,general_component_agent,13985.769019896641,69928.84509948321,Returning
229,1844,2023-04-02,South,Monitor,Frank,1,"panel, stand, cable",3,False,none,general_component_agent,15474.306654169479,15474.306654169479,New
230,1389,2023-04-02,North,Monitor,Eva,1,"panel, stand, cable",3,False,none,general_component_agent,16493.248167030604,16493.248167030604,Returning
231,1436,2023-04-02,South,Headphones,David,6,speaker,1,False,none,simple_component_agent,1980.6957903925777,11884.174742355466,Returning
232,1057,2023-04-02,South,Tablet,Alice,7,"display, battery",2,False,none,simple_component_agent,19418.914226920853,108745.91967075678,New
233,1529,2023-04-03,West,Mobile,Bob,4,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,29404.225001006802,117616.90000402721,New
234,1837,2023-04-03,East,Laptop,Bob,9,"processor, ram, ssd, battery",4,False,none,general_component_agent,64612.04649753282,581508.4184777954,Returning
235,1973,2023-04-04,West,Monitor,David,4,"panel, stand, cable",3,False,none,general_component_agent,16149.820804278672,64599.28321711469,Returning
236,1472,2023-04-04,North,Monitor,Frank,5,"panel, stand, cable",3,False,none,general_component_agent,14744.476966564056,73722.38483282027,Returning
237,1954,2023-04-05,West,Headphones,Frank,8,speaker,1,False,none,simple_component_agent,1954.9097645699367,7819.639058279747,New
238,1343,2023-04-05,South,Headphones,David,3,speaker,1,False,none,simple_component_agent,2063.87610917219,6191.62832751657,New
239,1828,2023-04-05,North,Headphones,Alice,5,speaker,1,False,none,simple_component_agent,1976.8133683724495,9884.066841862248,New
240,1520,2023-04-05,North,Headphones,David,3,speaker,1,False,none,simple_component_agent,2059.293387523139,6177.880162569416,Returning
241,1764,2023-04-05,West,Tablet,Frank,7,"display, battery",2,False,none,simple_component_agent,18245.78516052315,102176.39689892966,Returning
242,1193,2023-04-06,West,Headphones,Bob,3,speaker,1,False,none,simple_component_agent,2125.489337488891,6376.468012466674,New
243,1494,2023-04-06,East,Tablet,Charlie,8,"display, battery",2,False,none,simple_component_agent,21762.015811517613,139276.90119371272,Returning
244,1547,2023-04-06,North,Headphones,David,7,speaker,1,False,none,simple_component_agent,2059.5061544637547,14416.543081246284,New
245,1144,2023-04-06,North,Mobile,Charlie,3,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,32727.395573152866,98182.1867194586,Returning
246,1450,2023-04-06,South,Mobile,Charlie,4,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,27908.59388621978,111634.37554487912,New
247,1234,2023-04-07,East,Headphones,David,5,speaker,1,False,none,simple_component_agent,1990.9664757921414,9954.832378960708,Returning
248,1321,2023-04-07,South,Laptop,Charlie,5,"processor, ram, ssd, battery",4,False,none,general_component_agent,71425.29427523627,357126.47137618135,Returning
249,1230,2023-04-08,South,Monitor,Eva,4,"panel, stand, cable",3,False,none,general_component_agent,15245.20994226356,60980.83976905424,New
250,1793,2023-04-08,South,Laptop,Charlie,7,"processor, ram, ssd, battery",4,False,none,general_component_agent,68620.46490724661,480343.25435072626,New
251,1738,2023-04-08,West,Monitor,Frank,4,"panel, stand, cable",3,False,none,general_component_agent,14514.253228098785,58057.01291239514,New
252,1336,2023-04-09,West,Laptop,David,2,"processor, ram, ssd, battery",4,False,none,general_component_agent,64775.53631570586,129551.07263141172,New
253,1289,2023-04-09,North,Tablet,Alice,7,"display, battery",2,False,none,simple_component_agent,19566.969802249114,109575.03089259505,New
254,1344,2023-04-09,East,Mobile,Alice,4,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,27975.964890632913,111903.85956253165,Returning
255,1257,2023-04-09,South,Headphones,Charlie,9,speaker,1,False,none,simple_component_agent,2093.7462705968874,18843.716435371985,New
256,1545,2023-04-09,North,Mobile,Alice,4,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,28252.98561296754,113011.94245187016,New
257,1272,2023-04-09,North,Mobile,Alice,3,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,27351.391831707202,82054.1754951216,New
258,1120,2023-04-09,North,Laptop,Charlie,9,"processor, ram, ssd, battery",4,False,none,general_component_agent,70733.12592944129,636598.1333649716,New
259,1740,2023-04-09,South,Mobile,David,3,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,30571.37839631641,91714.13518894924,New
260,1580,2023-04-09,South,Laptop,David,3,"processor, ram, ssd, battery",4,False,none,general_component_agent,75206.78285792707,225620.3485737812,Returning
261,1478,2023-04-10,South,Monitor,Alice,5,"panel, stand, cable",3,False,none,general_component_agent,15230.944837253048,76154.72418626524,New
262,1488,2023-04-10,West,Laptop,Charlie,1,"processor, ram, ssd, battery",4,False,none,general_component_agent,67836.73195212825,67836.73195212825,New
263,1013,2023-04-10,North,Headphones,David,3,speaker,1,False,none,simple_component_agent,2121.2047526105284,6363.614257831585,New
264,1569,2023-04-10,North,Headphones,Eva,8,speaker,1,False,none,simple_component_agent,2016.1115572749684,16128.892458199747,Returning
265,1510,2023-04-11,North,Tablet,Frank,7,"display, battery",2,False,none,simple_component_agent,18317.121138524766,102575.8783757387,Returning
266,1202,2023-04-11,East,Headphones,Charlie,4,speaker,1,False,none,simple_component_agent,2026.340224125299,8105.360896501196,New
267,1934,2023-04-11,North,Monitor,David,2,"panel, stand, cable",3,False,none,general_component_agent,16224.055636264988,32448.111272529975,New
268,1126,2023-04-11,East,Laptop,Alice,8,"processor, ram, ssd, battery",4,False,none,general_component_agent,68548.37675697509,548387.0140558007,Returning
269,1411,2023-04-11,South,Monitor,Alice,8,"panel, stand, cable",3,False,none,general_component_agent,14388.977405699401,115111.81924559521,Returning
270,1417,2023-04-13,South,Headphones,David,4,speaker,1,False,none,simple_component_agent,1857.3877828072082,7429.551131228833,Returning
271,1787,2023-04-13,North,Mobile,Alice,5,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,27908.673131612144,139543.3656580607,New
272,1008,2023-04-13,North,Mobile,Bob,5,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,29596.628906050915,147983.1445302546,New
273,1001,2023-04-13,East,Monitor,Alice,9,"panel, stand, cable",3,False,none,general_component_agent,15287.03947248459,137583.3552523613,Returning
274,1369,2023-04-14,East,Tablet,Eva,8,"display, battery",2,False,none,simple_component_agent,18322.46162067841,117263.75437234182,New
275,1284,2023-04-14,North,Mobile,David,4,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,32637.411534151,130549.646136604,Returning
276,1532,2023-04-15,West,Headphones,Bob,5,speaker,1,False,none,simple_component_agent,2102.0534469780782,10510.26723489039,Returning
277,1739,2023-04-15,South,Laptop,Eva,8,"processor, ram, ssd, battery",4,False,none,general_component_agent,71212.73485597127,569701.8788477702,Returning
278,1066,2023-04-16,South,Tablet,David,7,"display, battery",2,False,none,simple_component_agent,21313.754683755964,119357.02622903339,New
279,1429,2023-04-16,South,Headphones,Frank,7,speaker,1,False,none,simple_component_agent,1832.0747027248453,12824.522919073917,Returning
280,1804,2023-04-16,East,Monitor,Charlie,5,"panel, stand, cable",3,False,none,general_component_agent,14930.516633199373,74652.58316599687,Returning
281,1868,2023-04-17,West,Headphones,Eva,5,speaker,1,False,none,simple_component_agent,2052.0372507446655,10260.186253723328,New
282,1004,2023-04-17,South,Tablet,David,8,"display, battery",2,False,none,simple_component_agent,21314.61162447316,136413.51439662822,Returning
283,1166,2023-04-18,East,Headphones,Charlie,9,speaker,1,False,none,simple_component_agent,2113.387824019707,19020.490416177363,New
284,1415,2023-04-18,West,Tablet,David,7,"display, battery",2,False,none,simple_component_agent,19108.2769988536,107006.35119358015,Returning
285,1587,2023-04-19,South,Tablet,Frank,7,"display, battery",2,False,none,simple_component_agent,21763.52067823682,121875.71579812618,New
286,1923,2023-04-19,South,Mobile,Bob,5,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,27746.075048585222,138730.37524292612,Returning
287,1925,2023-04-21,East,Tablet,Bob,8,"display, battery",2,False,none,simple_component_agent,21500.53447448461,137603.4206367015,Returning
288,1823,2023-04-21,South,Laptop,Charlie,9,"processor, ram, ssd, battery",4,False,none,general_component_agent,76593.16349446466,689338.471450182,Returning
289,1927,2023-04-21,South,Headphones,Frank,8,speaker,1,False,none,simple_component_agent,1870.8614092890502,14966.891274312402,Returning
290,1897,2023-04-21,North,Monitor,David,7,"panel, stand, cable",3,False,none,general_component_agent,15666.198192611357,109663.3873482795,Returning
291,1929,2023-04-21,East,Laptop,Alice,7,"processor, ram, ssd, battery",4,False,none,general_component_agent,63563.99726289198,444947.98084024386,New
292,1288,2023-04-22,North,Tablet,Alice,9,"display, battery",2,False,none,simple_component_agent,19621.69130055662,141276.17736400766,New
293,1779,2023-04-22,East,Monitor,David,5,"panel, stand, cable",3,False,none,general_component_agent,15048.849897593023,75244.24948796512,Returning
294,1948,2023-04-22,South,Laptop,David,4,"processor, ram, ssd, battery",4,False,none,general_component_agent,71129.03316273488,284516.1326509395,Returning
295,1262,2023-04-22,East,Headphones,David,3,speaker,1,False,none,simple_component_agent,2174.374899299424,6523.124697898273,Returning
296,1203,2023-04-23,South,Tablet,Alice,8,"display, battery",2,False,none,simple_component_agent,20689.00274917678,132409.6175947314,New
297,1877,2023-04-23,West,Tablet,Eva,8,"display, battery",2,False,none,simple_component_agent,19925.11180487695,127520.71555121249,New
298,1201,2023-04-23,West,Monitor,Alice,4,"panel, stand, cable",3,False,none,general_component_agent,15929.025108797669,63716.100435190674,Returning
299,1283,2023-04-23,North,Headphones,Frank,6,speaker,1,False,none,simple_component_agent,2180.2131283817635,13081.27877029058,New
300,1206,2023-04-23,East,Monitor,David,3,"panel, stand, cable",3,False,none,general_component_agent,13566.198446046874,40698.59533814062,Returning
301,1989,2023-04-23,East,Headphones,Frank,4,speaker,1,False,none,simple_component_agent,2193.0085089024155,8772.034035609662,Returning
302,1196,2023-04-23,West,Headphones,Frank,9,speaker,1,False,none,simple_component_agent,1834.4528556254722,16510.07570062925,Returning
303,1535,2023-04-24,East,Tablet,Bob,8,"display, battery",2,False,none,simple_component_agent,21257.547117075046,136048.3015492803,New
304,1362,2023-04-24,East,Tablet,David,7,"display, battery",2,False,none,simple_component_agent,19121.33901020565,107079.49845715165,Returning
305,1531,2023-04-25,West,Mobile,Alice,3,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,27793.077946523234,83379.2338395697,Returning
306,1346,2023-04-26,South,Headphones,Alice,5,speaker,1,False,none,simple_component_agent,1975.942255885534,9879.711279427669,Returning
307,1281,2023-04-26,West,Laptop,Eva,9,"processor, ram, ssd, battery",4,False,none,general_component_agent,72015.39211226659,648138.5290103994,New
308,1178,2023-04-26,South,Headphones,Frank,3,speaker,1,False,none,simple_component_agent,1952.3807380093901,5857.14221402817,New
309,1654,2023-04-27,West,Mobile,Eva,4,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,27327.392449696195,109309.56979878478,New
310,1440,2023-04-27,North,Headphones,Charlie,6,speaker,1,False,none,simple_component_agent,2039.7844558634865,12238.70673518092,Returning
311,1770,2023-04-28,West,Headphones,Alice,4,speaker,1,False,none,simple_component_agent,2160.96131044427,8643.84524177708,New
312,1983,2023-04-28,South,Monitor,Charlie,7,"panel, stand, cable",3,False,none,general_component_agent,14649.646097841756,102547.52268489229,Returning
313,1972,2023-04-28,West,Tablet,Alice,9,"display, battery",2,False,none,simple_component_agent,18865.331110523308,135830.38399576783,New
314,1452,2023-04-28,North,Laptop,David,6,"processor, ram, ssd, battery",4,False,none,general_component_agent,69196.08284305943,415176.49705835653,Returning
315,1906,2023-04-29,North,Monitor,Frank,5,"panel, stand, cable",3,False,none,general_component_agent,13645.088133146344,68225.44066573172,New
316,1722,2023-04-29,West,Laptop,Alice,6,"processor, ram, ssd, battery",4,False,none,general_component_agent,74486.82618272386,446920.95709634316,Returning
317,1279,2023-04-30,South,Monitor,Charlie,5,"panel, stand, cable",3,False,none,general_component_agent,15979.022432850563,79895.11216425282,New
318,1433,2023-04-30,West,Mobile,Bob,5,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,30528.002780577768,152640.01390288884,New
319,1177,2023-05-01,East,Monitor,David,1,"panel, stand, cable",3,False,none,general_component_agent,14559.30866681517,14559.30866681517,New
320,1863,2023-05-01,South,Laptop,Frank,7,"processor, ram, ssd, battery",4,False,none,general_component_agent,74196.96710224097,519378.7697156868,Returning
321,1592,2023-05-02,East,Mobile,Charlie,4,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,30328.122148730206,121312.48859492083,New
322,1446,2023-05-02,East,Headphones,Eva,9,speaker,1,False,none,simple_component_agent,2130.372923420007,19173.356310780062,New
323,1689,2023-05-02,West,Tablet,Eva,8,"display, battery",2,False,none,simple_component_agent,20525.835170332084,131365.34509012534,New
324,1009,2023-05-02,East,Mobile,Frank,4,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,31706.432839276786,126825.73135710714,New
325,1840,2023-05-02,North,Monitor,Frank,9,"panel, stand, cable",3,False,none,general_component_agent,15295.68897965328,137661.20081687951,Returning
326,1612,2023-05-02,North,Mobile,Charlie,4,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,29484.846409294,117939.385637176,New
327,1225,2023-05-03,South,Laptop,Charlie,4,"processor, ram, ssd, battery",4,False,none,general_component_agent,76411.24203896592,305644.9681558637,Returning
328,1236,2023-05-04,East,Tablet,Frank,9,"display, battery",2,False,none,simple_component_agent,20164.45529951538,145184.07815651075,Returning
329,1428,2023-05-04,West,Tablet,Alice,7,"display, battery",2,False,none,simple_component_agent,20420.358074162155,114354.00521530808,Returning
330,1400,2023-05-05,North,Monitor,Frank,5,"panel, stand, cable",3,False,none,general_component_agent,14161.462918244248,70807.31459122123,Returning
331,1644,2023-05-06,East,Tablet,Charlie,9,"display, battery",2,False,none,simple_component_agent,20502.603157709105,147618.74273550557,New
332,1913,2023-05-06,East,Monitor,Frank,6,"panel, stand, cable",3,False,none,general_component_agent,15214.822948448833,91288.937690693,Returning
333,1451,2023-05-06,East,Mobile,Eva,5,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,28109.030387682153,140545.15193841077,Returning
334,1214,2023-05-06,North,Monitor,David,1,"panel, stand, cable",3,False,none,general_component_agent,13678.761292059431,13678.761292059431,Returning
335,1639,2023-05-06,South,Headphones,Charlie,9,speaker,1,False,none,simple_component_agent,2041.7437278859088,18375.693550973177,Returning
336,1819,2023-05-06,West,Headphones,Bob,3,speaker,1,False,none,simple_component_agent,2105.4769077401284,6316.430723220385,New
337,1366,2023-05-07,West,Laptop,Frank,4,"processor, ram, ssd, battery",4,False,none,general_component_agent,70327.61919290811,281310.47677163244,New
338,1443,2023-05-07,West,Tablet,Alice,8,"display, battery",2,False,none,simple_component_agent,18907.090501278584,121005.37920818295,Returning
339,1883,2023-05-07,West,Headphones,Eva,9,speaker,1,False,none,simple_component_agent,2066.608790677214,18599.479116094928,Returning
340,1352,2023-05-08,West,Tablet,Eva,8,"display, battery",2,False,none,simple_component_agent,18320.42290643841,117250.70660120582,Returning
341,1249,2023-05-08,North,Laptop,Bob,2,"processor, ram, ssd, battery",4,False,none,general_component_agent,69185.67186722737,138371.34373445474,New
342,1305,2023-05-08,East,Monitor,David,8,"panel, stand, cable",3,False,none,general_component_agent,13990.100275195262,111920.8022015621,New
343,1171,2023-05-08,South,Monitor,David,7,"panel, stand, cable",3,False,none,general_component_agent,14053.377153179652,98373.64007225756,New
344,1253,2023-05-09,South,Laptop,Frank,6,"processor, ram, ssd, battery",4,False,none,general_component_agent,65832.11528821486,394992.69172928913,New
345,1100,2023-05-09,East,Mobile,David,5,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,29320.242342263868,146601.21171131934,New
346,1444,2023-05-09,East,Monitor,Alice,7,"panel, stand, cable",3,False,none,general_component_agent,13653.450616861193,95574.15431802835,Returning
347,1208,2023-05-10,North,Tablet,Bob,7,"display, battery",2,False,none,simple_component_agent,19591.173763716393,109710.57307681181,New
348,1215,2023-05-10,South,Monitor,Eva,9,"panel, stand, cable",3,False,none,general_component_agent,15035.122341344106,135316.10107209696,New
349,1276,2023-05-11,North,Monitor,Alice,1,"panel, stand, cable",3,False,none,general_component_agent,14949.882854898977,14949.882854898977,Returning
350,1016,2023-05-11,West,Monitor,Frank,2,"panel, stand, cable",3,False,none,general_component_agent,14648.352301209123,29296.704602418245,New
351,1042,2023-05-11,South,Headphones,Bob,9,speaker,1,False,none,simple_component_agent,2135.658643228301,19220.92778905471,New
352,1127,2023-05-11,East,Laptop,Bob,9,"processor, ram, ssd, battery",4,False,none,general_component_agent,65034.57369388706,585311.1632449835,New
353,1626,2023-05-12,South,Monitor,Eva,6,"panel, stand, cable",3,False,none,general_component_agent,15017.090231344122,90102.54138806474,Returning
354,1807,2023-05-13,East,Tablet,Bob,7,"display, battery",2,False,none,simple_component_agent,18248.16566782622,102189.72773982683,New
355,1745,2023-05-13,North,Headphones,David,4,speaker,1,False,none,simple_component_agent,1828.4622715511641,7313.8490862046565,Returning
356,1593,2023-05-13,East,Headphones,David,4,speaker,1,False,none,simple_component_agent,2029.546339870839,8118.185359483356,Returning
357,1850,2023-05-13,North,Monitor,Eva,5,"panel, stand, cable",3,False,none,general_component_agent,15198.055274663464,75990.27637331732,New
358,1981,2023-05-13,South,Monitor,David,3,"panel, stand, cable",3,False,none,general_component_agent,16134.100538533374,48402.301615600125,New
359,1655,2023-05-14,East,Tablet,Eva,8,"display, battery",2,False,none,simple_component_agent,20231.494702640295,129481.56609689789,New
360,1971,2023-05-14,West,Laptop,Eva,1,"processor, ram, ssd, battery",4,False,none,general_component_agent,76437.07428566791,76437.07428566791,New
361,1163,2023-05-14,West,Laptop,Charlie,7,"processor, ram, ssd, battery",4,False,none,general_component_agent,63681.72787759902,445772.09514319315,Returning
362,1111,2023-05-15,East,Headphones,David,1,speaker,1,False,none,simple_component_agent,1839.2030739122965,1839.2030739122965,New
363,1303,2023-05-15,East,Headphones,Frank,1,speaker,1,False,none,simple_component_agent,1817.6263446281525,1817.6263446281525,Returning
364,1044,2023-05-15,East,Monitor,Frank,3,"panel, stand, cable",3,False,none,general_component_agent,14055.830551000621,42167.49165300187,Returning
365,1618,2023-05-16,South,Headphones,Charlie,4,speaker,1,False,none,simple_component_agent,2016.5080443766713,8066.032177506685,Returning
366,1693,2023-05-16,South,Mobile,Bob,3,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,30873.43308856457,92620.2992656937,Returning
367,1101,2023-05-16,East,Mobile,Frank,3,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,27273.510947692015,81820.53284307604,Returning
368,1957,2023-05-17,South,Tablet,Eva,7,"display, battery",2,False,none,simple_component_agent,21783.883559382397,121989.74793254142,New
369,1183,2023-05-17,North,Headphones,Alice,3,speaker,1,False,none,simple_component_agent,2136.866150660153,6410.598451980459,Returning
370,1809,2023-05-18,South,Laptop,Eva,4,"processor, ram, ssd, battery",4,False,none,general_component_agent,67152.5747501993,268610.2990007972,Returning
371,1103,2023-05-19,South,Laptop,Charlie,3,"processor, ram, ssd, battery",4,False,none,general_component_agent,64080.62542317055,192241.87626951165,New
372,1998,2023-05-19,East,Headphones,David,8,speaker,1,False,none,simple_component_agent,1867.954829287623,14943.638634300984,New
373,1267,2023-05-20,West,Mobile,David,5,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,27761.666482529836,138808.33241264918,Returning
374,1990,2023-05-20,South,Mobile,David,5,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,27739.70267579368,138698.5133789684,Returning
375,1641,2023-05-21,North,Monitor,Eva,7,"panel, stand, cable",3,False,none,general_component_agent,15055.685065997204,105389.79546198042,New
376,1608,2023-05-21,East,Tablet,Eva,6,"display, battery",2,False,none,simple_component_agent,18983.3897699736,91120.2708958733,Returning
377,1994,2023-05-22,East,Laptop,Frank,8,"processor, ram, ssd, battery",4,False,none,general_component_agent,68013.95603140803,544111.6482512642,New
378,1387,2023-05-22,West,Monitor,Eva,3,"panel, stand, cable",3,False,none,general_component_agent,16468.516000152966,49405.5480004589,New
379,1388,2023-05-23,West,Mobile,Alice,3,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,31105.88549355207,93317.65648065621,Returning
380,1677,2023-05-23,West,Headphones,Alice,9,speaker,1,False,none,simple_component_agent,2179.592266818801,19616.330401369207,New
381,1148,2023-05-23,East,Laptop,David,1,"processor, ram, ssd, battery",4,False,none,general_component_agent,64995.79177046363,64995.79177046363,Returning
382,1681,2023-05-24,North,Monitor,Eva,1,"panel, stand, cable",3,False,none,general_component_agent,14646.41842449771,14646.41842449771,Returning
383,1426,2023-05-24,North,Mobile,Charlie,5,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,30328.390819694123,151641.95409847063,Returning
384,1578,2023-05-24,East,Laptop,Charlie,3,"processor, ram, ssd, battery",4,False,none,general_component_agent,64074.61286644234,192223.83859932702,New
385,1584,2023-05-24,East,Mobile,Eva,5,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,27025.124661767746,135125.62330883872,Returning
386,1260,2023-05-24,West,Laptop,Charlie,1,"processor, ram, ssd, battery",4,False,none,general_component_agent,72386.08067315686,72386.08067315686,New
387,1465,2023-05-24,West,Laptop,Bob,5,"processor, ram, ssd, battery",4,False,none,general_component_agent,71985.4732352201,359927.36617610045,Returning
388,1233,2023-05-24,West,Headphones,Charlie,6,speaker,1,False,none,simple_component_agent,1964.3155239998448,11785.893143999068,Returning
389,1432,2023-05-25,North,Laptop,Alice,8,"processor, ram, ssd, battery",4,False,none,general_component_agent,69855.01706444846,558840.1365155877,New
390,1703,2023-05-25,North,Mobile,David,6,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,29492.65800355254,176955.94802131524,Returning
391,1753,2023-05-25,North,Tablet,Frank,6,"display, battery",2,False,none,simple_component_agent,18096.020179379557,86860.89686102187,Returning
392,1916,2023-05-25,North,Headphones,Bob,9,speaker,1,False,none,simple_component_agent,1934.1486424869852,17407.337782382867,New
393,1622,2023-05-25,East,Tablet,Charlie,7,"display, battery",2,False,none,simple_component_agent,18708.32902158916,104766.6425208993,New
394,1599,2023-05-26,East,Mobile,Alice,5,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,27590.54513460821,137952.72567304107,New
395,1924,2023-05-26,West,Mobile,Eva,5,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,32740.322603336102,163701.61301668052,Returning
396,1725,2023-05-26,South,Monitor,Eva,2,"panel, stand, cable",3,False,none,general_component_agent,15298.079175126499,15298.079175126499,New
397,1431,2023-05-27,South,Monitor,Frank,8,"panel, stand, cable",3,False,none,general_component_agent,15685.968852709811,125487.75082167849,New
398,1273,2023-05-27,West,Monitor,Charlie,6,"panel, stand, cable",3,False,none,general_component_agent,14446.091229798354,86676.54737879013,Returning
399,1493,2023-05-27,North,Mobile,David,5,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,29358.882776964092,146794.41388482047,New
400,1244,2023-05-27,South,Laptop,Charlie,9,"processor, ram, ssd, battery",4,False,none,general_component_agent,66316.93591455414,596852.4232309873,Returning
401,1671,2023-05-27,North,Monitor,Alice,5,"panel, stand, cable",3,False,none,general_component_agent,13790.897012896276,68954.48506448139,Returning
402,1325,2023-05-27,South,Tablet,Bob,7,"display, battery",2,False,none,simple_component_agent,18716.126549766337,104810.3086786915,New
403,1245,2023-05-28,North,Monitor,David,7,"panel, stand, cable",3,False,none,general_component_agent,15892.54213588946,111247.79495122621,Returning
404,1241,2023-05-28,West,Mobile,Frank,4,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,31065.27483110266,124261.09932441064,New
405,1646,2023-05-28,West,Headphones,Frank,7,speaker,1,False,none,simple_component_agent,2018.7715503941909,14131.400852759336,New
406,1663,2023-05-29,East,Laptop,David,3,"processor, ram, ssd, battery",4,False,none,general_component_agent,69651.25822013475,208953.77466040425,New
407,1401,2023-05-30,East,Headphones,Alice,2,speaker,1,False,none,simple_component_agent,2168.9737134624497,4337.947426924899,New
408,1944,2023-05-30,North,Tablet,Charlie,7,"display, battery",2,False,none,simple_component_agent,18290.939791114673,102429.26283024217,Returning
409,1017,2023-05-30,North,Laptop,Bob,3,"processor, ram, ssd, battery",4,False,none,general_component_agent,66928.41138533082,200785.23415599245,Returning
410,1255,2023-05-31,South,Monitor,Eva,3,"panel, stand, cable",3,False,none,general_component_agent,14549.813560712144,43649.44068213643,New
